type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.5679690989976647,0.07174028323700027,-0.6667352003597835,0.16519421504902324,0.7965651496010191,-0.10561629890249574,-0.6650914862775824,-0.5330146597183628,0.3452052479251049,-1.1120581305709016,0.20709523449232267,-0.4115849367191443
-1.7606591657270985,-1.1057113495734456,-0.3035818871869879,-0.39798026025823,-0.7910055007795702,0.22775767670859062,-1.5826732559310335,-1.8647613625496633,-1.0605816593905246,1.0872393111402674,0.07160869702629216,2.518706781083844
0.5679690989976647,-1.1842081250941416,-0.4246329915779196,0.02440059622220983,-0.895450938304609,-0.2874566492358155,-0.6077426256742418,0.6921923068864336,-0.43062997922552126,3.6635591714304914,-0.8090537965029057,-0.24413969570183128
0.5679690989976647,-0.16375004332508877,-0.5456840959688516,0.9395591185964962,-0.6656709757495238,-0.3177633742913688,0.5392345863925722,0.035197266822992096,-1.3457176830442,-0.358013293412786,-0.33485091537179934,1.1791448529453354
-1.7606591657270985,3.054617753023463,0.6648269479404675,2.9106697821718823,-0.477669188204454,0.3186778518752506,-1.4106266741210114,-1.6694385128010725,1.2934483033314503,-0.2951762236496111,0.8845279218224744,0.5930865093847368
-1.7606591657270985,0.7782112629232674,2.359542409413514,-0.7499643073252634,-0.7910055007795702,0.5611316523196768,-1.4679755347243522,-1.8292481171408286,0.6966519747540398,-0.1066650143600808,-0.06387784043973833,-0.8301980392624284
0.5679690989976647,0.935204813964661,-0.8483118569461813,-0.04599621319119688,-0.5612255382244851,-0.0450028487913891,-0.8371380680876045,-0.47974479160511074,-0.17864930715947575,-1.614754688676312,-0.5380807215708447,-0.8301980392624284
0.5679690989976647,-0.006756492283695841,-0.3035818871869879,0.5875750715294631,1.6947959123163523,-0.3177633742913688,2.03030496207943,2.0416956324221514,0.9950501390427451,-0.8607098515181963,0.41032504069136766,-0.7464754187537719
-1.7606591657270985,0.30723060979908934,1.088505813308729,-1.3835355920459231,-0.5194473632144695,0.3489845769308039,-1.0665335105009672,-1.118983208964135,0.7961180295169293,0.8987281018507371,0.27483850322533715,-1.1650885212970559
0.5679690989976647,-1.1057113495734456,-0.18253078279605592,0.02440059622220983,-0.2061110506393532,-0.9542046004579879,-0.1489517408475162,-0.39096167808302407,-1.8695722381287807,0.2075203344557993,-0.06387784043973833,2.686152022101157
-1.7606591657270985,2.7406306509406773,0.05957142598580776,1.5027335939037496,-0.6030037132345005,0.4399047520974639,-1.4679755347243522,-1.7759782490275766,0.8292733811045592,-0.4208503631759637,0.8167846530894591,0.42564126836742383
0.5679690989976647,-0.6347306964492668,2.11744020063165,-1.594726020286143,0.44145066201588706,-0.3480700993469221,0.19514142277252797,0.4968694571378429,0.03354494300136984,0.2703574042189742,-1.012283602701951,-0.3278623162104878
0.5679690989976647,-0.3992403698871778,-0.6062096481643177,-0.39798026025823,1.4859050372662748,-0.07530957384694242,0.7686300288059349,1.1716211199057018,1.1011472641231679,1.275750520429795,-0.7413105277698905,-0.6627527982451153
0.5679690989976647,0.30723060979908934,0.24114808257220577,-0.8203611167386698,-0.4358910131944385,-0.2874566492358155,-1.2385800923109893,-0.0003159785858425839,-0.09907646334918625,-0.4208503631759637,-0.8090537965029057,-0.9139206597710849
0.5679690989976647,1.1706951405267494,-0.6062096481643177,0.23559102446242958,-1.0207854633346556,-0.40868354945802854,-1.123882371104308,-0.7993640002846228,-0.6958727919265598,-0.8607098515181963,-1.012283602701951,0.09075078633279626
0.5679690989976647,0.15023705875769708,-0.061479678405123916,-0.39798026025823,2.1125776624165074,-0.1965364740691555,2.0876538226827708,1.6688065556293874,1.4492784557933178,-0.986383991044549,1.020014459288505,-0.8301980392624284
0.5679690989976647,0.6997144874025713,0.7253525001359334,-0.04599621319119688,-0.7910055007795702,-0.10561629890249574,1.112723192425979,1.189377742610119,-0.7953388466894861,-1.1748952003340793,-0.7413105277698905,0.5930865093847368
0.5679690989976647,0.46422416084048224,-0.3641074393824536,0.16519421504902324,-0.8118945882845781,-0.8329777002357748,0.08044370156584658,0.035197266822992096,-1.5247565816174158,-1.3634064096236067,-1.012283602701951,1.3465900939626485
0.5679690989976647,-0.7917242474906597,0.05957142598580776,-0.8203611167386698,2.6348048500417014,0.40959802704191056,0.13779256216918728,0.7454621749996857,1.452593990952066,-0.4208503631759637,-0.19936437790576883,-1.4162563828230255
0.5679690989976647,0.07174028323700027,-0.9088374091416473,-0.4683770696716367,-0.8536727632945935,-0.13592302395804906,0.5965834469959128,-0.16012558292559864,-0.29137750255743183,1.966958287824733,0.8845279218224744,0.00702816582413975
0.5679690989976647,0.3857273853197861,-0.4246329915779196,0.23559102446242958,-0.03899835059929122,-0.7723642501246683,-0.034254019640834805,0.017440644118574756,-0.8948049014523756,-0.6721986422286689,-0.7413105277698905,1.430312714471305
